Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,ExperienceRatio,IncomePerYearExp,TenureSatisfaction
33,0,Travel_Rarely,117,Research & Development,9,Medical,1,60,3,Research Scientist,4,Married,2781,6311,No,1,15,5,3,10,0.6666666666666666,173.8125,40
40,0,Travel_Rarely,107,Sales,10,Technical Degree,2,84,2,Sales Executive,2,Divorced,6852,11591,No,1,7,2,4,1,0.14285714285714285,856.5,2
25,0,Travel_Rarely,1356,Sales,10,Life Sciences,3,57,3,Sales Executive,4,Single,4950,20623,No,0,5,4,3,3,0.6,825.0,12
30,0,Travel_Rarely,1465,Research & Development,1,Medical,4,63,3,Research Scientist,2,Married,3579,9369,Yes,1,12,2,3,9,0.75,275.3076923076923,18
42,0,Travel_Frequently,458,Research & Development,26,Medical,1,60,3,Research Director,1,Married,13191,23281,Yes,0,20,6,3,0,0.0,628.1428571428571,0
35,0,Non-Travel,1212,Sales,8,Marketing,3,78,2,Sales Executive,4,Married,10377,13755,Yes,1,16,6,2,2,0.125,610.4117647058823,8
27,0,Travel_Rarely,1103,Research & Development,14,Life Sciences,1,42,3,Research Scientist,1,Married,2235,14377,Yes,2,9,3,2,7,0.7777777777777778,223.5,7
54,0,Travel_Frequently,966,Research & Development,1,Life Sciences,4,53,3,Manufacturing Director,3,Divorced,10502,9659,No,1,33,2,1,4,0.12121212121212122,308.88235294117646,12
44,0,Travel_Rarely,1117,Research & Development,2,Life Sciences,1,72,4,Research Scientist,4,Married,2011,19982,No,1,10,5,3,5,0.5,182.8181818181818,20
19,1,Non-Travel,504,Research & Development,10,Medical,1,96,2,Research Scientist,2,Single,1859,6148,Yes,0,1,2,4,1,1.0,929.5,2
29,0,Travel_Rarely,1010,Research & Development,1,Life Sciences,1,97,3,Research Scientist,4,Divorced,3760,5598,No,3,3,5,3,2,0.6666666666666666,940.0,8
54,0,Travel_Rarely,685,Research & Development,3,Life Sciences,4,85,3,Research Director,4,Married,17779,23474,No,0,36,2,3,9,0.25,480.5135135135135,36
31,0,Travel_Rarely,1332,Research & Development,11,Medical,3,80,3,Healthcare Representative,1,Married,6833,17089,Yes,0,6,2,2,5,0.8333333333333334,976.1428571428571,5
31,0,Travel_Rarely,1062,Research & Development,24,Medical,3,96,2,Healthcare Representative,1,Single,6812,17198,No,0,10,2,3,9,0.9,619.2727272727273,9
59,0,Travel_Rarely,326,Sales,3,Life Sciences,3,48,2,Sales Executive,4,Single,5171,16490,No,0,13,2,3,1,0.07692307692307693,369.35714285714283,4
43,0,Travel_Rarely,920,Research & Development,3,Life Sciences,3,96,1,Research Director,4,Married,19740,18625,No,1,25,2,3,7,0.28,759.2307692307693,28
49,0,Travel_Rarely,1098,Research & Development,4,Medical,1,85,2,Manager,3,Married,18711,12124,No,1,23,2,4,0,0.0,779.625,0
36,0,Travel_Frequently,469,Research & Development,3,Technical Degree,3,46,3,Research Scientist,2,Married,3692,9256,No,0,12,2,2,10,0.8333333333333334,284.0,20
48,0,Travel_Rarely,969,Research & Development,2,Technical Degree,4,76,4,Laboratory Technician,2,Single,2559,16620,No,0,7,4,2,0,0.0,319.875,0
27,0,Travel_Rarely,1167,Research & Development,4,Life Sciences,1,76,3,Research Scientist,3,Divorced,2517,3208,No,3,5,2,3,3,0.6,419.5,9
29,0,Travel_Rarely,1329,Research & Development,7,Life Sciences,3,82,3,Healthcare Representative,4,Divorced,6623,4204,Yes,2,6,2,3,0,0.0,946.1428571428571,0
48,0,Travel_Rarely,715,Research & Development,1,Life Sciences,4,76,2,Research Director,4,Single,18265,8733,No,0,25,3,4,0,0.0,702.5,0
29,0,Travel_Rarely,694,Research & Development,1,Life Sciences,4,87,2,Research Director,4,Divorced,16124,3423,No,2,9,2,2,7,0.7777777777777778,1612.4,28
34,0,Travel_Rarely,1320,Research & Development,20,Technical Degree,3,89,4,Research Scientist,3,Married,2585,21643,No,0,2,5,2,0,0.0,861.6666666666666,0
44,0,Travel_Rarely,1099,Sales,5,Marketing,2,88,3,Manager,2,Married,18213,8751,No,1,26,5,3,9,0.34615384615384615,674.5555555555555,18
33,0,Travel_Rarely,536,Sales,10,Marketing,4,82,4,Sales Executive,3,Divorced,8380,21708,Yes,2,10,3,3,8,0.8,761.8181818181819,24
19,0,Travel_Rarely,265,Research & Development,25,Life Sciences,2,57,4,Research Scientist,4,Single,2994,21221,Yes,0,1,2,3,0,0.0,1497.0,0
23,0,Travel_Rarely,373,Research & Development,1,Life Sciences,4,47,3,Research Scientist,3,Married,1223,16901,No,1,1,2,3,0,0.0,611.5,0
25,1,Travel_Frequently,599,Sales,24,Life Sciences,3,73,1,Sales Representative,4,Single,1118,8040,Yes,0,1,4,3,0,0.0,559.0,0
26,0,Travel_Rarely,583,Research & Development,4,Life Sciences,3,53,3,Research Scientist,4,Single,2875,9973,Yes,0,8,2,2,5,0.625,319.44444444444446,20
45,1,Travel_Rarely,1449,Sales,2,Marketing,1,94,1,Manager,2,Single,18824,2493,Yes,0,26,2,3,10,0.38461538461538464,697.1851851851852,20
55,0,Non-Travel,177,Research & Development,8,Medical,4,37,2,Healthcare Representative,2,Divorced,13577,25592,Yes,1,34,3,3,9,0.2647058823529412,387.9142857142857,18
21,1,Travel_Frequently,251,Research & Development,10,Life Sciences,1,45,2,Laboratory Technician,3,Single,2625,25308,No,0,2,2,1,2,1.0,875.0,6
46,0,Travel_Rarely,168,Sales,4,Marketing,4,33,2,Manager,2,Married,18789,9946,No,1,26,2,3,4,0.15384615384615385,695.8888888888889,8
34,0,Travel_Rarely,131,Sales,2,Marketing,3,86,3,Sales Executive,1,Single,4538,6039,Yes,0,4,3,3,2,0.5,907.6,2
51,0,Travel_Frequently,237,Sales,9,Life Sciences,4,83,3,Manager,2,Divorced,19847,19196,Yes,1,31,5,2,10,0.3225806451612903,620.21875,20
59,0,Travel_Rarely,1429,Research & Development,18,Medical,4,67,3,Manufacturing Director,4,Single,10512,20002,No,0,25,6,2,7,0.28,404.3076923076923,28
34,0,Travel_Frequently,135,Research & Development,19,Medical,3,46,3,Laboratory Technician,2,Divorced,4444,22534,No,2,15,2,4,8,0.5333333333333333,277.75,16
28,0,Travel_Frequently,791,Research & Development,1,Medical,4,44,3,Laboratory Technician,3,Single,2154,6842,Yes,0,5,2,2,2,0.4,359.0,6
44,0,Travel_Rarely,1199,Research & Development,4,Life Sciences,3,92,4,Manager,1,Divorced,19190,17477,No,2,26,4,2,9,0.34615384615384615,710.7407407407408,9
34,0,Travel_Frequently,648,Human Resources,11,Life Sciences,3,56,2,Human Resources,2,Married,4490,21833,No,2,14,5,4,9,0.6428571428571429,299.3333333333333,18
35,0,Travel_Rarely,735,Research & Development,6,Life Sciences,3,66,3,Research Scientist,3,Married,3506,6020,Yes,0,4,3,3,2,0.5,701.2,6
42,0,Travel_Rarely,603,Research & Development,7,Medical,2,78,4,Research Scientist,2,Married,2372,5628,Yes,0,18,2,3,0,0.0,124.84210526315789,0
43,0,Travel_Rarely,531,Sales,4,Marketing,4,56,2,Sales Executive,4,Single,10231,20364,No,0,23,3,4,7,0.30434782608695654,426.2916666666667,28
36,0,Travel_Rarely,429,Research & Development,2,Life Sciences,3,53,3,Manufacturing Director,2,Single,5410,2323,Yes,0,18,2,3,14,0.7777777777777778,284.7368421052632,28
44,1,Travel_Rarely,621,Research & Development,15,Medical,1,73,3,Healthcare Representative,4,Married,7978,14075,No,1,10,2,3,7,0.7,725.2727272727273,28
28,0,Travel_Frequently,193,Research & Development,2,Life Sciences,4,52,2,Laboratory Technician,4,Married,3867,14222,Yes,1,2,2,3,2,1.0,1289.0,8
51,0,Travel_Frequently,968,Research & Development,6,Medical,2,40,2,Laboratory Technician,3,Single,2838,4257,No,0,8,6,2,0,0.0,315.3333333333333,0
30,0,Non-Travel,879,Research & Development,9,Medical,3,72,3,Manufacturing Director,3,Single,4695,12858,Yes,0,10,3,3,4,0.4,426.8181818181818,12
29,1,Travel_Rarely,806,Research & Development,7,Technical Degree,2,39,3,Laboratory Technician,3,Divorced,3339,17285,Yes,2,10,2,3,7,0.7,303.54545454545456,21
28,0,Travel_Rarely,640,Research & Development,1,Technical Degree,4,84,3,Research Scientist,1,Single,2080,4732,No,0,5,2,2,2,0.4,346.6666666666667,2
25,0,Travel_Rarely,266,Research & Development,1,Medical,4,40,3,Research Scientist,2,Single,2096,18830,No,0,2,3,2,2,1.0,698.6666666666666,4
32,0,Travel_Rarely,604,Sales,8,Medical,3,56,4,Sales Executive,4,Married,6209,11693,No,2,10,4,4,7,0.7,564.4545454545455,28
45,0,Travel_Frequently,364,Research & Development,25,Medical,2,83,3,Manager,2,Single,18061,13035,No,0,22,4,3,0,0.0,785.2608695652174,0
39,0,Travel_Rarely,412,Research & Development,13,Medical,3,94,2,Manager,2,Divorced,17123,17334,Yes,2,21,4,3,9,0.42857142857142855,778.3181818181819,18
58,0,Travel_Rarely,848,Research & Development,23,Life Sciences,1,88,3,Research Scientist,3,Divorced,2372,26076,No,2,2,3,3,2,1.0,790.6666666666666,6
32,1,Travel_Rarely,1089,Research & Development,7,Life Sciences,4,79,3,Laboratory Technician,3,Married,4883,22845,No,1,10,3,3,4,0.4,443.90909090909093,12
39,1,Travel_Rarely,360,Research & Development,23,Medical,3,93,3,Research Scientist,1,Single,3904,22154,No,0,6,2,3,2,0.3333333333333333,557.7142857142857,2
30,0,Travel_Rarely,1138,Research & Development,6,Technical Degree,1,48,2,Laboratory Technician,4,Married,4627,23631,No,1,10,6,3,2,0.2,420.6363636363636,8
36,0,Travel_Rarely,325,Research & Development,10,Technical Degree,4,63,3,Healthcare Representative,3,Married,7094,5747,No,0,10,0,3,7,0.7,644.9090909090909,21
46,0,Travel_Rarely,991,Human Resources,1,Life Sciences,4,44,3,Human Resources,1,Single,3423,22957,No,0,10,3,4,6,0.6,311.1818181818182,6
28,0,Non-Travel,1476,Research & Development,1,Life Sciences,3,55,1,Laboratory Technician,4,Married,6674,16392,No,3,10,6,3,8,0.8,606.7272727272727,32
50,0,Travel_Rarely,1322,Research & Development,28,Life Sciences,4,43,3,Research Director,1,Married,16880,22422,Yes,0,25,2,3,2,0.08,649.2307692307693,2
40,1,Travel_Rarely,299,Sales,25,Marketing,4,57,2,Sales Executive,2,Single,9094,17235,Yes,0,9,2,3,4,0.4444444444444444,909.4,8
52,1,Travel_Rarely,1030,Sales,5,Life Sciences,2,64,3,Sales Executive,2,Single,8446,21534,Yes,0,10,2,2,7,0.7,767.8181818181819,14
30,0,Travel_Rarely,634,Research & Development,17,Medical,2,95,3,Manager,1,Married,11916,25927,Yes,2,9,2,3,1,0.1111111111111111,1191.6,1
39,0,Travel_Rarely,524,Research & Development,18,Life Sciences,1,32,3,Manufacturing Director,3,Single,4534,13352,No,0,9,6,3,7,0.7777777777777778,453.4,21
31,0,Non-Travel,587,Sales,2,Life Sciences,4,57,3,Sales Executive,3,Divorced,9852,8935,Yes,1,10,5,2,8,0.8,895.6363636363636,24
41,0,Non-Travel,256,Sales,10,Medical,3,40,1,Sales Executive,2,Single,6151,22074,No,0,19,4,3,2,0.10526315789473684,307.55,4
31,1,Travel_Frequently,1060,Sales,1,Life Sciences,4,54,3,Sales Representative,2,Single,2302,8319,Yes,0,3,2,4,2,0.6666666666666666,575.5,4
44,1,Travel_Rarely,935,Research & Development,3,Life Sciences,1,89,3,Laboratory Technician,1,Married,2362,14669,No,0,10,4,4,2,0.2,214.72727272727272,2
42,0,Non-Travel,495,Research & Development,2,Life Sciences,3,37,3,Manager,3,Married,17861,26582,Yes,0,21,3,2,8,0.38095238095238093,811.8636363636364,24
55,0,Travel_Rarely,282,Research & Development,2,Medical,4,58,1,Manager,3,Married,19187,6992,No,1,23,5,3,9,0.391304347826087,799.4583333333334,27
56,0,Travel_Rarely,206,Human Resources,8,Life Sciences,4,99,3,Manager,2,Single,19717,4022,No,0,36,4,3,3,0.08333333333333333,532.8918918918919,6
40,0,Non-Travel,458,Research & Development,16,Life Sciences,3,74,3,Research Scientist,3,Divorced,3544,8532,No,1,6,0,3,2,0.3333333333333333,506.2857142857143,6
34,0,Travel_Rarely,943,Research & Development,9,Life Sciences,4,86,3,Healthcare Representative,4,Divorced,8500,5494,No,1,10,0,2,7,0.7,772.7272727272727,28
40,0,Travel_Rarely,523,Research & Development,2,Life Sciences,3,98,3,Research Scientist,4,Single,4661,22455,No,0,9,4,3,8,0.8888888888888888,466.1,32
41,0,Travel_Frequently,1018,Sales,1,Marketing,3,66,3,Sales Executive,1,Divorced,4103,4297,No,1,10,2,3,3,0.3,373.0,3
35,0,Travel_Frequently,482,Research & Development,4,Life Sciences,3,87,3,Research Scientist,3,Single,4249,2690,Yes,0,9,3,3,6,0.6666666666666666,424.9,18
51,0,Travel_Rarely,770,Human Resources,5,Life Sciences,3,84,3,Manager,2,Divorced,14026,17588,Yes,1,33,2,3,9,0.2727272727272727,412.52941176470586,18
38,0,Travel_Rarely,1009,Sales,2,Life Sciences,2,31,3,Sales Executive,1,Divorced,6893,19461,No,1,11,3,3,7,0.6363636363636364,574.4166666666666,7
34,0,Travel_Rarely,507,Sales,15,Medical,3,66,3,Sales Executive,1,Single,6125,23553,No,0,10,6,4,8,0.8,556.8181818181819,8
25,0,Travel_Rarely,882,Research & Development,19,Medical,4,67,3,Laboratory Technician,4,Married,3669,9075,No,3,7,6,2,2,0.2857142857142857,458.625,8
58,1,Travel_Rarely,601,Research & Development,7,Medical,3,53,2,Manufacturing Director,1,Married,10008,12023,Yes,0,31,0,2,9,0.2903225806451613,312.75,9
40,0,Travel_Rarely,329,Research & Development,1,Life Sciences,2,88,3,Laboratory Technician,2,Married,2387,6762,No,1,7,3,3,2,0.2857142857142857,298.375,4
36,0,Travel_Frequently,607,Sales,7,Marketing,1,83,4,Sales Executive,1,Married,4639,2261,No,1,17,2,2,7,0.4117647058823529,257.72222222222223,7
48,0,Travel_Rarely,855,Research & Development,4,Life Sciences,4,54,3,Manufacturing Director,4,Single,7898,18706,No,0,11,2,3,9,0.8181818181818182,658.1666666666666,36
27,0,Travel_Rarely,1291,Sales,11,Medical,3,98,4,Sales Representative,4,Married,2534,6527,No,1,5,4,3,0,0.0,422.3333333333333,0
51,0,Travel_Rarely,1405,Research & Development,11,Technical Degree,4,82,2,Manufacturing Director,2,Single,13142,24439,No,0,29,1,2,2,0.06896551724137931,438.06666666666666,4
18,0,Non-Travel,1124,Research & Development,1,Life Sciences,4,97,3,Laboratory Technician,4,Single,1611,19305,No,0,0,5,4,0,0.0,1611.0,0
35,0,Travel_Rarely,817,Research & Development,1,Medical,4,60,2,Laboratory Technician,4,Married,5363,10846,No,1,10,0,3,7,0.7,487.54545454545456,28
27,0,Travel_Frequently,793,Sales,2,Life Sciences,4,43,1,Sales Executive,4,Single,5071,20392,No,0,8,3,3,2,0.25,563.4444444444445,8
55,1,Travel_Rarely,267,Sales,13,Marketing,1,85,4,Sales Executive,3,Single,13695,9277,Yes,0,24,2,2,7,0.2916666666666667,547.8,21
56,0,Travel_Rarely,1369,Research & Development,23,Life Sciences,4,68,3,Manufacturing Director,2,Married,13402,18235,Yes,1,33,0,3,16,0.48484848484848486,394.1764705882353,32
34,0,Non-Travel,999,Research & Development,26,Technical Degree,1,92,2,Research Scientist,3,Divorced,2029,15891,No,3,5,2,3,4,0.8,338.1666666666667,12
40,0,Travel_Rarely,1202,Research & Development,2,Medical,2,89,4,Healthcare Representative,3,Divorced,6377,13888,No,3,15,0,3,11,0.7333333333333333,398.5625,33
34,0,Travel_Rarely,285,Research & Development,29,Medical,2,86,3,Laboratory Technician,3,Married,5429,17491,No,2,10,1,3,7,0.7,493.54545454545456,21
31,1,Travel_Frequently,703,Sales,2,Life Sciences,3,90,2,Sales Representative,4,Single,2785,11882,No,0,3,3,4,0,0.0,696.25,0
35,1,Travel_Frequently,662,Sales,18,Marketing,4,67,3,Sales Executive,3,Married,4614,23288,Yes,1,5,0,2,2,0.4,769.0,6
38,0,Travel_Frequently,693,Research & Development,7,Life Sciences,4,57,4,Research Scientist,3,Divorced,2610,15748,No,3,4,2,3,2,0.5,522.0,6
34,0,Travel_Rarely,404,Research & Development,2,Technical Degree,3,98,3,Healthcare Representative,4,Single,6687,6163,No,0,14,2,4,11,0.7857142857142857,445.8,44
28,0,Travel_Rarely,736,Sales,26,Life Sciences,3,48,2,Sales Executive,1,Married,4724,24232,No,1,5,0,3,3,0.6,787.3333333333334,3
31,1,Travel_Rarely,330,Research & Development,22,Medical,4,98,3,Manufacturing Director,3,Married,6179,21057,Yes,2,10,3,2,2,0.2,561.7272727272727,6
39,0,Travel_Rarely,1498,Sales,21,Life Sciences,1,44,2,Sales Executive,4,Married,6120,3567,Yes,2,8,2,4,4,0.5,680.0,16
51,0,Travel_Frequently,541,Sales,2,Marketing,2,52,3,Sales Executive,2,Married,10596,15395,No,0,14,5,3,2,0.14285714285714285,706.4,4
41,0,Travel_Frequently,1200,Research & Development,22,Life Sciences,4,75,3,Research Scientist,4,Divorced,5467,13953,Yes,2,12,4,2,2,0.16666666666666666,420.53846153846155,8
37,0,Travel_Rarely,1439,Research & Development,4,Life Sciences,3,54,3,Research Scientist,3,Married,2996,5182,Yes,0,8,2,3,4,0.5,332.8888888888889,12
33,0,Travel_Frequently,1111,Sales,5,Life Sciences,2,61,3,Sales Executive,4,Married,9998,19293,No,0,8,2,4,4,0.5,1110.888888888889,16
32,0,Travel_Rarely,499,Sales,2,Marketing,3,36,3,Sales Executive,2,Married,4078,20497,Yes,3,4,3,2,2,0.5,815.6,4
39,0,Non-Travel,1485,Research & Development,25,Life Sciences,3,71,3,Healthcare Representative,3,Married,10920,3449,No,1,13,2,3,4,0.3076923076923077,780.0,12
25,0,Travel_Rarely,1372,Sales,18,Life Sciences,1,93,4,Sales Executive,3,Married,6232,12477,No,0,6,3,2,2,0.3333333333333333,890.2857142857143,6
52,0,Travel_Frequently,322,Research & Development,28,Medical,4,59,4,Manufacturing Director,3,Married,13247,9731,Yes,1,24,3,2,3,0.125,529.88,9
43,0,Travel_Rarely,930,Research & Development,6,Medical,1,73,2,Research Scientist,3,Single,4081,20003,Yes,0,20,3,1,7,0.35,194.33333333333334,21
27,0,Travel_Rarely,205,Sales,10,Marketing,4,98,2,Sales Executive,4,Married,5769,7100,Yes,0,6,3,3,2,0.3333333333333333,824.1428571428571,8
27,1,Travel_Rarely,135,Research & Development,17,Life Sciences,4,51,3,Research Scientist,3,Single,2394,25681,Yes,0,8,2,3,2,0.25,266.0,6
26,0,Travel_Rarely,683,Research & Development,2,Medical,1,36,2,Research Scientist,4,Single,3904,4050,No,0,5,2,3,3,0.6,650.6666666666666,12
42,0,Travel_Rarely,1147,Human Resources,10,Human Resources,3,31,3,Manager,1,Married,16799,16616,No,1,21,5,3,7,0.3333333333333333,763.5909090909091,7
52,0,Travel_Rarely,258,Research & Development,8,Other,3,54,3,Laboratory Technician,1,Married,2950,17363,No,0,12,2,1,4,0.3333333333333333,226.92307692307693,4
37,0,Travel_Rarely,1462,Research & Development,11,Medical,1,94,3,Laboratory Technician,3,Single,3629,19106,No,0,8,6,3,2,0.25,403.22222222222223,6
35,0,Travel_Frequently,200,Research & Development,18,Life Sciences,3,60,3,Manufacturing Director,4,Single,9362,19944,No,0,10,2,3,2,0.2,851.0909090909091,8
25,0,Travel_Rarely,949,Research & Development,1,Technical Degree,1,81,3,Laboratory Technician,4,Married,3229,4910,No,1,7,2,2,2,0.2857142857142857,403.625,8
26,0,Travel_Rarely,652,Research & Development,7,Other,3,100,4,Laboratory Technician,1,Single,3578,23577,No,0,8,2,3,7,0.875,397.55555555555554,7
29,0,Travel_Rarely,332,Human Resources,17,Other,2,51,2,Human Resources,1,Single,7988,9769,No,0,10,3,2,9,0.9,726.1818181818181,9
49,1,Travel_Frequently,1475,Research & Development,28,Life Sciences,1,97,2,Laboratory Technician,1,Single,4284,22710,No,0,20,2,3,3,0.15,204.0,3
29,1,Travel_Frequently,337,Research & Development,14,Other,3,84,3,Healthcare Representative,4,Single,7553,22930,Yes,0,9,1,3,7,0.7777777777777778,755.3,28
54,0,Travel_Rarely,971,Research & Development,1,Medical,4,54,3,Research Director,4,Single,17328,5652,No,0,29,3,2,7,0.2413793103448276,577.6,28
58,0,Travel_Rarely,1055,Research & Development,1,Medical,4,76,3,Research Director,1,Married,19701,22456,Yes,1,32,3,3,8,0.25,597.0,8
55,0,Travel_Rarely,1136,Research & Development,1,Medical,2,81,4,Research Director,4,Divorced,14732,12414,No,2,31,4,4,7,0.22580645161290322,460.375,28
36,0,Travel_Rarely,1174,Sales,3,Marketing,1,99,3,Sales Executive,2,Single,9278,20763,Yes,0,15,3,3,4,0.26666666666666666,579.875,8
31,1,Travel_Frequently,667,Sales,1,Life Sciences,2,50,1,Sales Representative,3,Single,1359,16154,No,0,1,3,3,0,0.0,679.5,0
30,0,Travel_Rarely,855,Sales,7,Marketing,4,73,3,Sales Executive,1,Divorced,4779,12761,No,2,8,3,3,2,0.25,531.0,2
31,0,Travel_Rarely,182,Research & Development,8,Life Sciences,1,93,3,Research Director,2,Single,16422,8847,No,0,9,3,4,2,0.2222222222222222,1642.2,4
34,0,Travel_Frequently,560,Research & Development,1,Other,4,91,3,Research Scientist,1,Divorced,2996,20284,No,2,10,2,3,3,0.3,272.3636363636364,3
31,1,Travel_Rarely,202,Research & Development,8,Life Sciences,1,34,2,Research Scientist,2,Single,1261,22262,No,0,1,3,4,0,0.0,630.5,0
27,0,Travel_Rarely,1377,Research & Development,11,Life Sciences,2,91,3,Laboratory Technician,1,Married,2099,7679,No,0,6,3,4,0,0.0,299.85714285714283,0
36,0,Travel_Rarely,172,Research & Development,4,Life Sciences,1,37,2,Laboratory Technician,4,Single,5810,22604,No,0,10,2,2,4,0.4,528.1818181818181,16
36,0,Travel_Rarely,329,Sales,16,Marketing,3,98,2,Sales Executive,1,Married,5647,13494,No,2,11,3,2,2,0.18181818181818182,470.5833333333333,2
47,0,Travel_Rarely,465,Research & Development,1,Technical Degree,1,74,3,Research Scientist,4,Married,3420,10205,No,1,17,2,2,5,0.29411764705882354,190.0,20
25,1,Travel_Rarely,383,Sales,9,Life Sciences,1,68,2,Sales Representative,1,Married,4400,15182,No,0,6,2,3,2,0.3333333333333333,628.5714285714286,2
37,0,Non-Travel,1413,Research & Development,5,Technical Degree,3,84,4,Laboratory Technician,3,Single,3500,25470,No,0,7,2,1,5,0.7142857142857143,437.5,15
56,0,Travel_Rarely,1255,Research & Development,1,Life Sciences,1,90,3,Research Scientist,1,Married,2066,10494,No,1,5,3,4,2,0.4,344.3333333333333,2
47,0,Travel_Rarely,359,Research & Development,2,Medical,1,82,3,Research Director,3,Married,17169,26703,No,2,26,2,4,17,0.6538461538461539,635.8888888888889,51
24,0,Travel_Rarely,1476,Sales,4,Medical,4,42,3,Sales Executive,3,Married,4162,15211,Yes,2,5,3,3,4,0.8,693.6666666666666,12
